Request_ID,Request_Start,Request_End,Total_Processing,Total_Waiting,SLA_Hours,Request_Type,Priority,Department_Requesting,Vendor_Type,Request_Amount,Complexity_Score,System_Load,Num_Stages,Total_TAT,Delay_Ratio,SLA_Breach_Hours,Delayed_Flag,Is_High_Value_Request,Is_High_Complexity,Bottleneck_Stage,Max_Stage_Delay
R00675,2025-04-20 12:53:24,2025-04-24 09:00:00,60.5,8.43,114.0,Office Supplies,Medium,IT,Internal,6383,1,0.7858716255931055,3,92.11,0.8079824561403509,0.0,0,0,0,Finance Approval,38.440000000000005
R00676,2025-06-23 10:35:24,2025-06-28 16:23:24,81.31,9.94,216.0,Vendor Contract,High,IT,External,49429,4,0.3679849069377079,4,125.8,0.5824074074074074,0.0,0,0,1,Finance Approval,36.49
R00677,2025-07-10 12:39:36,2025-07-14 15:30:00,59.17,10.06,102.6,Office Supplies,High,Admin,Internal,98806,1,0.4440647373942519,4,98.84,0.9633528265107213,0.0,0,0,0,Finance Approval,30.56
R00678,2025-03-28 10:22:48,2025-04-05 09:00:00,132.09,22.98,198.0,Equipment,Medium,IT,Internal,59859,3,0.0789032725845821,7,190.62,0.9627272727272728,0.0,0,0,0,Finance Approval,49.38
R00679,2025-06-04 12:57:00,2025-06-16 09:00:00,213.01,35.58,217.8,Equipment,Low,HR,External,8943,3,0.8037740508642188,8,284.05,1.304178145087236,66.25,1,0,0,Finance Approval,87.2
R00680,2025-06-30 13:31:48,2025-07-12 09:00:00,158.62,44.48,156.6,IT Purchase,High,IT,External,194072,3,0.5518799421186391,12,283.47,1.8101532567049812,126.87000000000003,1,1,0,Procurement Review,34.73
R00681,2025-01-26 12:06:00,2025-02-08 16:09:00,246.4,28.53,216.0,Equipment,Medium,Admin,Internal,132866,4,0.2343886202172864,10,316.05,1.4631944444444445,100.05000000000001,1,0,1,Finance Approval,52.87
R00682,2025-04-16 10:25:12,2025-04-25 09:00:00,148.71,20.34,156.6,IT Purchase,High,IT,Internal,210156,3,0.2232293918609331,7,214.58,1.3702426564495531,57.98000000000002,1,1,0,Finance Approval,41.82
R00683,2025-06-06 12:25:48,2025-06-17 09:00:00,200.39,24.16,145.2,Office Supplies,Low,IT,External,229934,2,0.5348788154675899,8,260.57,1.7945592286501377,115.37,1,1,0,Finance Approval,58.91
R00684,2025-04-28 14:18:00,2025-05-06 09:00:00,124.43,21.24,216.0,Vendor Contract,High,Admin,External,89560,4,0.9719869971956716,7,186.7,0.8643518518518518,0.0,0,0,1,Finance Approval,35.22
R00685,2025-02-10 12:31:12,2025-02-22 09:00:00,198.84,32.64,217.8,Equipment,Low,Admin,Internal,87889,3,0.1725049469848929,10,284.48,1.3061524334251606,66.68,1,0,0,Finance Approval,53.03
R00686,2025-06-06 14:44:24,2025-06-11 09:54:00,94.99,11.95,264.0,Vendor Contract,Low,Admin,Internal,75070,4,0.1667889707537198,4,115.16,0.4362121212121212,0.0,0,0,1,Finance Approval,44.25
R00687,2025-03-10 12:30:00,2025-03-14 09:00:00,49.31,9.63,102.6,Office Supplies,High,Operations,External,33380,1,0.2029694141641833,4,92.5,0.9015594541910332,0.0,0,0,0,Finance Approval,15.98
R00688,2025-01-06 11:52:48,2025-01-11 09:00:00,67.2,15.48,156.0,IT Purchase,Medium,Finance,Internal,13549,2,0.8055842491436275,4,117.12,0.7507692307692307,0.0,0,0,0,Finance Approval,43.8
R00689,2025-06-13 10:56:24,2025-06-24 09:00:00,164.46,31.15,191.4,IT Purchase,Low,IT,External,128067,3,0.7009820060218269,7,262.06,1.3691745036572622,70.66,1,0,0,Procurement Review,45.29
R00690,2025-06-13 11:55:12,2025-06-23 09:00:00,118.56,36.46,178.2,Equipment,High,Admin,Internal,50217,3,0.3663833922565851,10,237.08,1.3304152637485973,58.880000000000024,1,0,0,Finance Approval,31.98
R00691,2025-07-15 10:36:00,2025-07-21 09:00:00,100.19,11.63,145.2,Office Supplies,Low,IT,Internal,168905,2,0.1748078937751861,4,142.4,0.9807162534435263,0.0,0,1,0,Procurement Review,45.8
R00692,2025-07-17 14:33:36,2025-08-03 09:00:00,272.09,45.82,171.6,IT Purchase,Low,Finance,External,15099,2,0.9780981193157132,14,402.44,2.3452214452214455,230.84,1,0,0,Finance Approval,47.86
R00693,2025-01-13 15:15:36,2025-02-03 09:00:00,358.64,57.9,283.8,Vendor Contract,Low,Operations,Internal,230420,5,0.2129405264800834,13,497.74,1.7538407329105004,213.94,1,1,1,Finance Approval,74.22999999999999
R00694,2025-06-03 10:37:12,2025-06-14 09:00:00,186.72,21.42,171.6,IT Purchase,Low,Operations,External,4667,2,0.229206211162691,7,262.38,1.529020979020979,90.78,1,0,0,Finance Approval,57.18
R00695,2025-01-12 12:07:48,2025-01-17 09:00:00,82.47999999999999,12.9,174.0,IT Purchase,Medium,Admin,Internal,227563,3,0.7447506930519049,4,116.87,0.6716666666666667,0.0,0,1,0,Finance Approval,40.1
R00696,2025-01-15 13:30:00,2025-01-21 09:00:00,123.65,12.75,216.0,Equipment,Medium,Admin,External,222692,4,0.0622676421857222,4,139.5,0.6458333333333334,0.0,0,1,1,Procurement Review,48.93
R00697,2025-03-13 11:48:36,2025-03-22 09:00:00,131.56,28.62,174.0,IT Purchase,Medium,Admin,Internal,232620,3,0.1738459978231528,7,213.19,1.2252298850574712,39.19,1,1,0,Finance Approval,51.04
R00698,2025-01-29 11:15:36,2025-02-03 09:00:00,64.74,15.58,114.0,Office Supplies,Medium,IT,Internal,11518,1,0.0454101560837036,6,117.74,1.0328070175438595,3.739999999999995,1,0,0,Procurement Review,27.37
R00699,2025-05-27 12:40:12,2025-06-03 09:00:00,108.54,21.54,191.4,IT Purchase,Low,IT,Internal,167458,3,0.3913513387005799,4,164.33,0.8585684430512017,0.0,0,1,0,Finance Approval,56.21
R00700,2025-04-14 10:28:12,2025-04-21 09:00:00,119.55,14.33,174.0,IT Purchase,Medium,Operations,External,171854,3,0.3992148743864111,4,166.53,0.9570689655172414,0.0,0,1,0,Finance Approval,58.99
R00701,2025-03-13 14:08:24,2025-03-21 09:00:00,123.58,31.85,145.2,Office Supplies,Low,IT,External,222446,2,0.5306050720327485,7,186.86,1.2869146005509644,41.660000000000025,1,1,0,Finance Approval,41.03
R00702,2025-04-30 13:09:00,2025-05-10 09:00:00,145.23000000000002,38.74,264.0,Vendor Contract,Low,Finance,External,94650,4,0.6070000009781692,7,235.85,0.8933712121212121,0.0,0,0,1,Procurement Review,57.58
R00703,2025-04-02 13:25:48,2025-04-06 09:00:00,50.88,16.979999999999997,140.4,IT Purchase,High,Operations,Internal,45782,2,0.9491321529166644,4,91.57,0.6522079772079772,0.0,0,0,0,Finance Approval,22.89
R00704,2025-07-08 14:55:48,2025-07-18 09:00:00,129.82999999999998,36.12,191.4,IT Purchase,Low,HR,Internal,154344,3,0.8131920399794735,7,234.07,1.2229362591431556,42.66999999999999,1,1,0,Finance Approval,38.66
R00705,2025-05-04 10:34:12,2025-05-10 09:00:00,92.83,13.38,174.0,IT Purchase,Medium,Operations,External,215592,3,0.7900267616422847,4,142.43,0.8185632183908046,0.0,0,1,0,Finance Approval,40.12
R00706,2025-03-05 14:39:00,2025-03-12 10:07:48,129.28,21.66,264.0,Vendor Contract,Low,Admin,External,75655,4,0.086532528823917,4,163.48,0.6192424242424241,0.0,0,0,1,Finance Approval,59.61
R00707,2025-01-18 13:24:36,2025-01-24 09:00:00,97.18,14.33,174.0,IT Purchase,Medium,HR,External,106716,3,0.4060057732820759,4,139.59,0.8022413793103449,0.0,0,0,0,Finance Approval,64.08
R00708,2025-02-27 10:48:36,2025-03-03 09:00:00,51.6,13.61,232.2,Vendor Contract,High,Admin,Internal,101751,5,0.6705135986187676,4,94.19,0.40564168819982777,0.0,0,0,1,Finance Approval,21.34
R00709,2025-03-31 10:37:12,2025-04-07 09:00:00,103.33,21.46,216.0,Equipment,Medium,Admin,External,248279,4,0.4827100462391418,6,166.38,0.7702777777777777,0.0,0,1,1,Procurement Review,38.82
R00710,2025-05-05 12:03:00,2025-05-16 09:00:00,151.67,27.47,125.4,Office Supplies,Low,IT,External,95187,1,0.4525073364592815,9,260.95,2.0809409888357253,135.54999999999998,1,0,0,Procurement Review,35.05
R00711,2025-02-05 12:04:48,2025-02-13 09:00:00,122.85,25.56,216.0,Vendor Contract,High,IT,External,52377,4,0.2059486447171971,7,188.92,0.8746296296296295,0.0,0,0,1,Finance Approval,38.0
R00712,2025-07-06 10:26:24,2025-07-10 13:09:36,62.73,9.0,178.2,Equipment,High,Operations,Internal,16958,3,0.2926499645385542,4,98.72,0.5539842873176207,0.0,0,0,0,Procurement Review,29.52
R00713,2025-06-11 11:51:36,2025-06-20 09:00:00,118.48,24.75,118.8,Office Supplies,High,HR,External,201006,2,0.7709156460354234,7,213.14,1.794107744107744,94.33999999999999,1,1,0,Finance Approval,36.73
R00714,2025-03-31 10:40:12,2025-04-04 09:00:00,67.62,14.62,171.6,IT Purchase,Low,Operations,Internal,54603,2,0.389413542549104,4,94.33,0.5497086247086247,0.0,0,0,0,Procurement Review,29.85
R00715,2025-02-08 12:36:00,2025-02-17 09:00:00,128.18,25.15,191.4,IT Purchase,Low,Admin,External,205028,3,0.2987009013443872,7,212.4,1.109717868338558,21.0,1,1,0,Finance Approval,38.87
R00716,2025-07-16 10:36:36,2025-07-22 09:00:00,110.55,6.8500000000000005,258.0,Vendor Contract,Medium,IT,Internal,202769,5,0.0396613049742704,4,142.39,0.5518992248062015,0.0,0,1,1,Finance Approval,54.82
R00717,2025-04-06 12:58:48,2025-04-10 09:00:00,48.0,15.59,118.8,Office Supplies,High,Finance,Internal,131614,2,0.3505101600967603,4,92.02,0.7745791245791246,0.0,0,0,0,Finance Approval,21.3
R00718,2025-04-16 13:15:00,2025-04-21 09:00:00,80.08,11.68,174.0,IT Purchase,Medium,HR,Internal,240346,3,0.2094684318052355,4,115.75,0.6652298850574713,0.0,0,1,0,Finance Approval,31.8
R00719,2025-06-23 12:19:12,2025-06-30 09:00:00,136.3,10.37,258.0,Vendor Contract,Medium,Operations,External,206464,5,0.1862671823128938,4,164.68,0.6382945736434109,0.0,0,1,1,Finance Approval,54.71
R00720,2025-04-22 11:59:24,2025-04-27 09:00:00,87.78,12.330000000000002,240.0,Vendor Contract,Medium,Finance,External,49886,4,0.0502828703544785,4,117.01,0.4875416666666667,0.0,0,0,1,Finance Approval,32.67
R00721,2025-05-23 10:27:00,2025-05-27 09:00:00,64.5,12.68,125.4,Office Supplies,Low,HR,Internal,98391,1,0.1750311458180289,4,94.55,0.753987240829346,0.0,0,0,0,Finance Approval,28.31
R00722,2025-05-12 10:51:36,2025-05-19 09:00:00,115.28,18.17,191.4,IT Purchase,Low,IT,Internal,226252,3,0.4790269589757338,4,166.14,0.8680250783699058,0.0,0,1,0,Finance Approval,57.97
R00723,2025-03-14 14:01:12,2025-03-18 09:00:00,67.75999999999999,13.8,216.0,Equipment,Medium,Operations,External,162313,4,0.6531836020804398,4,90.98,0.42120370370370375,0.0,0,1,1,Finance Approval,24.11
R00724,2025-02-13 10:21:00,2025-02-17 09:00:00,57.6,11.79,140.4,IT Purchase,High,Operations,Internal,13343,2,0.4289659756867637,4,94.65,0.6741452991452992,0.0,0,0,0,Procurement Review,28.23
R00725,2025-07-10 13:53:24,2025-07-19 09:00:00,129.36,39.37,216.0,Equipment,Medium,Finance,External,131101,4,0.501387768004884,9,211.11,0.9773611111111111,0.0,0,0,1,Procurement Review,41.76
R00726,2025-01-04 11:29:24,2025-01-09 09:00:00,76.91,10.26,118.8,Office Supplies,High,Operations,Internal,164740,2,0.0121131160998915,4,117.51,0.9891414141414142,0.0,0,1,0,Procurement Review,45.61
R00727,2025-04-04 10:17:24,2025-04-11 09:00:00,105.6,18.15,132.0,Office Supplies,Medium,HR,Internal,117305,2,0.1831656544938871,7,166.71,1.2629545454545454,34.71000000000001,1,0,0,Finance Approval,45.21
R00728,2025-02-11 10:16:48,2025-02-20 09:00:00,130.94,29.76,114.0,Office Supplies,Medium,Finance,Internal,7044,1,0.7111270074465693,9,214.72,1.8835087719298245,100.72,1,0,0,Finance Approval,31.2
R00729,2025-05-04 11:03:00,2025-05-10 09:00:00,113.5,8.709999999999999,283.8,Vendor Contract,Low,IT,External,228877,5,0.1242032939637738,4,141.95,0.5001761804087385,0.0,0,1,1,Procurement Review,42.5
R00730,2025-07-12 14:18:36,2025-07-17 15:09:36,81.31,22.56,194.4,Equipment,High,Admin,Internal,213298,4,0.975982427596308,4,120.85,0.621656378600823,0.0,0,1,1,Finance Approval,47.29
R00731,2025-03-05 11:49:48,2025-03-15 16:24:36,153.61,28.15,156.0,IT Purchase,Medium,IT,Internal,53073,2,0.7043140275790375,10,244.58,1.567820512820513,88.58000000000001,1,0,0,Finance Approval,61.15
R00732,2025-07-16 10:55:48,2025-07-26 09:00:00,173.84,30.49,191.4,IT Purchase,Low,HR,Internal,103044,3,0.6636489895040385,7,238.07,1.2438349007314524,46.66999999999999,1,0,0,Finance Approval,50.25
R00733,2025-05-02 12:25:12,2025-05-07 09:00:00,77.62,14.12,216.0,Vendor Contract,High,IT,External,64109,4,0.7832641987897759,4,116.58,0.5397222222222222,0.0,0,0,1,Procurement Review,31.01
R00734,2025-05-07 10:49:48,2025-05-16 09:00:00,146.52,22.31,191.4,IT Purchase,Low,IT,Internal,127734,3,0.3825142244722976,7,214.17,1.1189655172413793,22.769999999999982,1,0,0,Finance Approval,46.44
R00735,2025-01-21 15:27:00,2025-01-29 09:00:00,122.73,30.34,237.6,Equipment,Low,IT,External,206589,4,0.808708644820744,6,185.55,0.7809343434343435,0.0,0,1,1,Procurement Review,51.260000000000005
R00736,2025-04-14 10:18:00,2025-04-19 09:00:00,81.6,9.45,156.0,IT Purchase,Medium,IT,Internal,80889,2,0.2529190767638641,4,118.7,0.760897435897436,0.0,0,0,0,Procurement Review,35.01
R00737,2025-03-22 10:36:36,2025-03-27 09:00:00,67.49,12.080000000000002,178.2,Equipment,High,Finance,External,25946,3,0.9262320693508148,4,118.39,0.6643658810325478,0.0,0,0,0,Finance Approval,41.78
R00738,2025-05-19 13:09:00,2025-05-25 09:00:00,98.12,15.91,174.0,IT Purchase,Medium,Finance,Internal,171470,3,0.0878570135813455,4,139.85,0.803735632183908,0.0,0,1,0,Procurement Review,43.64
R00739,2025-01-15 11:07:48,2025-01-22 09:00:00,127.12,16.54,283.8,Vendor Contract,Low,HR,External,111192,5,0.3371876948353899,4,165.87,0.58446088794926,0.0,0,0,1,Finance Approval,74.42
R00740,2025-07-13 10:51:36,2025-07-18 09:00:00,94.05,7.9,258.0,Vendor Contract,Medium,HR,Internal,197681,5,0.8045418010122957,4,118.14,0.45790697674418607,0.0,0,1,1,Procurement Review,41.46
R00741,2025-01-06 12:22:12,2025-01-11 09:00:00,67.76,12.08,102.6,Office Supplies,High,Operations,External,94276,1,0.0135620956044706,4,116.63,1.1367446393762184,14.030000000000001,1,0,0,Finance Approval,28.41
R00742,2025-01-05 12:12:00,2025-01-11 09:00:00,92.02,17.6,194.4,Equipment,High,Finance,Internal,118295,4,0.4065615034236592,7,140.8,0.7242798353909465,0.0,0,0,1,Procurement Review,30.08
R00743,2025-05-18 10:38:24,2025-05-24 09:00:00,92.4,10.23,258.0,Vendor Contract,Medium,HR,External,127193,5,0.1096118079986772,4,142.36,0.5517829457364342,0.0,0,0,1,Finance Approval,58.14
R00744,2025-07-15 10:25:12,2025-07-19 09:00:00,60.48,12.43,118.8,Office Supplies,High,Admin,Internal,120173,2,0.7267491322834767,4,94.58,0.7961279461279461,0.0,0,0,0,Finance Approval,32.21
R00745,2025-02-12 12:09:36,2025-02-22 09:00:00,168.31,22.95,174.0,IT Purchase,Medium,Operations,External,229582,3,0.8049786047345435,7,236.84,1.3611494252873564,62.84,1,1,0,Finance Approval,54.68
R00746,2025-03-17 10:42:00,2025-03-22 09:00:00,81.62,13.18,216.0,Equipment,Medium,Admin,External,143841,4,0.7461953492995801,4,118.3,0.5476851851851852,0.0,0,0,1,Procurement Review,38.66
R00747,2025-04-09 12:06:36,2025-04-14 09:00:00,75.4,11.29,198.0,Equipment,Medium,HR,Internal,35037,3,0.7258647108264727,4,116.89,0.5903535353535354,0.0,0,0,0,Finance Approval,30.55
R00748,2025-02-22 13:32:24,2025-03-01 14:59:24,110.88,25.17,216.0,Vendor Contract,High,HR,Internal,21521,4,0.1091126441855775,7,169.45,0.7844907407407407,0.0,0,0,1,Finance Approval,42.98
R00749,2025-02-08 10:32:24,2025-02-14 09:00:00,89.66,12.73,174.0,IT Purchase,Medium,Admin,External,229921,3,0.6751624290976669,4,142.46,0.8187356321839081,0.0,0,1,0,Finance Approval,42.83
R00750,2025-01-19 10:40:12,2025-01-23 09:00:00,57.96,8.78,145.2,Office Supplies,Low,IT,Internal,100216,2,0.396971662414225,4,94.33,0.6496556473829201,0.0,0,0,0,Procurement Review,26.81
R00751,2025-01-14 10:20:24,2025-01-21 09:00:00,122.93,14.04,114.0,Office Supplies,Medium,Admin,Internal,71031,1,0.9806541915625387,7,166.66,1.4619298245614034,52.66,1,0,0,Finance Approval,46.5
R00752,2025-03-29 12:23:24,2025-04-03 09:00:00,87.78,13.99,216.0,Equipment,Medium,HR,Internal,177201,4,0.731324176674438,4,116.61,0.5398611111111111,0.0,0,1,1,Finance Approval,46.78
R00753,2025-04-22 11:35:24,2025-04-26 17:31:48,86.36999999999999,13.91,118.8,Office Supplies,High,Operations,External,220347,2,0.2187887458075834,4,101.94,0.8580808080808081,0.0,0,1,0,Finance Approval,45.51
R00754,2025-03-03 10:25:48,2025-03-08 09:00:00,70.08,11.51,140.4,IT Purchase,High,Operations,Internal,37492,2,0.7755648384674807,6,118.57,0.8445156695156695,0.0,0,0,0,Finance Approval,27.71
R00755,2025-01-04 10:25:48,2025-01-13 09:00:00,146.64,24.76,132.0,Office Supplies,Medium,Admin,External,188996,2,0.7747221653145774,7,214.57,1.625530303030303,82.57,1,1,0,Finance Approval,51.83
R00756,2025-01-16 11:01:12,2025-01-28 09:00:00,208.3,26.22,237.6,Equipment,Low,IT,Internal,114802,4,0.4596159958719498,7,285.98,1.2036195286195288,48.380000000000024,1,0,1,Procurement Review,57.370000000000005
R00757,2025-01-01 13:51:00,2025-01-06 09:00:00,75.14,15.36,125.4,Office Supplies,Low,Admin,External,22245,1,0.7747149780111912,4,115.15,0.9182615629984051,0.0,0,0,0,Finance Approval,37.44
R00758,2025-04-05 13:37:48,2025-04-09 09:00:00,57.2,13.11,174.0,IT Purchase,Medium,Admin,Internal,215677,3,0.6692040049557655,4,91.37,0.5251149425287357,0.0,0,1,0,Finance Approval,22.45
R00759,2025-01-27 10:15:36,2025-02-01 09:00:00,81.07000000000001,10.68,114.0,Office Supplies,Medium,HR,External,11470,1,0.6062490867940149,4,118.74,1.041578947368421,4.739999999999995,1,0,0,Procurement Review,38.86000000000001
R00760,2025-03-25 12:36:36,2025-04-04 09:00:00,155.88,31.99,171.6,IT Purchase,Low,HR,Internal,89915,2,0.8276273793621446,7,236.39,1.3775641025641026,64.78999999999999,1,0,0,Finance Approval,71.57
R00761,2025-07-17 15:27:36,2025-07-23 11:49:48,115.0,17.759999999999998,264.0,Vendor Contract,Low,Operations,External,73740,4,0.8231128908522648,4,140.37,0.5317045454545455,0.0,0,0,1,Procurement Review,43.65
R00762,2025-05-23 12:07:12,2025-05-29 09:00:00,89.66,10.14,174.0,IT Purchase,Medium,Operations,External,239355,3,0.7349955002644216,4,140.88,0.809655172413793,0.0,0,1,0,Procurement Review,42.46
R00763,2025-01-20 12:06:36,2025-01-26 09:00:00,104.36,11.26,125.4,Office Supplies,Low,Finance,External,86544,1,0.5489629092958968,4,140.89,1.1235247208931418,15.48999999999998,1,0,0,Finance Approval,43.68
R00764,2025-07-09 16:01:12,2025-07-16 09:00:00,125.24,14.62,283.8,Vendor Contract,Low,Admin,External,197636,5,0.8474560185633525,4,160.98,0.56723044397463,0.0,0,1,1,Finance Approval,55.1
R00765,2025-06-13 11:40:12,2025-06-17 09:00:00,64.24,11.02,102.6,Office Supplies,High,Admin,Internal,64281,1,0.9619105848602608,4,93.33,0.9096491228070176,0.0,0,0,0,Finance Approval,27.19
R00766,2025-04-11 10:45:00,2025-04-18 09:00:00,112.42,15.34,216.0,Equipment,Medium,Operations,Internal,193666,4,0.9206138979503482,4,166.25,0.7696759259259259,0.0,0,1,1,Finance Approval,54.31
R00767,2025-04-11 13:19:12,2025-04-19 09:00:00,118.67,22.72,118.8,Office Supplies,High,IT,External,106699,2,0.7997861914601062,8,187.68,1.57979797979798,68.88000000000001,1,0,0,Finance Approval,39.5
R00768,2025-01-24 10:55:12,2025-02-08 09:00:00,267.73,39.73,191.4,IT Purchase,Low,Admin,External,214415,3,0.6585951811884713,11,358.08,1.870846394984326,166.67999999999998,1,1,0,Finance Approval,58.48
R00769,2025-01-10 10:31:12,2025-01-15 16:09:00,77.22,11.78,174.0,IT Purchase,Medium,HR,External,135702,3,0.5915102197690018,4,125.63,0.7220114942528736,0.0,0,0,0,Finance Approval,37.16
R00770,2025-06-26 12:37:12,2025-07-02 09:00:00,119.57,13.12,171.6,IT Purchase,Low,Operations,External,75341,2,0.8371755836394877,4,140.38,0.818065268065268,0.0,0,0,0,Procurement Review,46.12
R00771,2025-06-04 13:20:24,2025-06-09 09:00:00,70.86,11.94,118.8,Office Supplies,High,IT,External,179449,2,0.8301433650525942,4,115.66,0.9735690235690235,0.0,0,1,0,Finance Approval,38.98
R00772,2025-06-14 15:33:36,2025-06-26 09:00:00,205.42,35.89,237.6,Equipment,Low,Operations,Internal,243217,4,0.9128738429764636,10,281.44,1.1845117845117845,43.84,1,1,1,Finance Approval,64.71
R00773,2025-01-16 10:27:00,2025-01-23 09:00:00,100.1,20.28,174.0,IT Purchase,Medium,Operations,Internal,193932,3,0.3145123703726131,6,166.55,0.9571839080459771,0.0,0,1,0,Procurement Review,44.38
R00774,2025-04-19 14:55:48,2025-05-01 09:00:00,191.76,35.64,191.4,IT Purchase,Low,Finance,External,235959,3,0.8174314092138697,8,282.07,1.4737199582027167,90.66999999999999,1,1,0,Finance Approval,53.12
R00775,2025-01-12 13:00:00,2025-01-19 09:00:00,118.66,16.5,237.6,Equipment,Low,Finance,External,133955,4,0.4084366768920565,4,164.0,0.6902356902356902,0.0,0,0,1,Procurement Review,53.59
R00776,2025-06-01 11:54:36,2025-06-05 09:00:00,53.74,12.74,198.0,Equipment,Medium,Admin,External,8791,3,0.35402559334774,4,93.09,0.47015151515151515,0.0,0,0,0,Finance Approval,22.62
R00777,2025-03-08 10:31:48,2025-03-13 09:00:00,88.66,11.88,174.0,IT Purchase,Medium,Admin,Internal,154259,3,0.6364450278487571,4,118.47,0.6808620689655173,0.0,0,1,0,Procurement Review,43.0
R00778,2025-07-07 11:33:00,2025-07-13 09:00:00,100.32,11.16,132.0,Office Supplies,Medium,IT,Internal,232422,2,0.1412295245972422,4,141.45,1.071590909090909,9.449999999999989,1,1,0,Finance Approval,47.02
R00779,2025-03-27 13:23:24,2025-04-09 09:00:00,208.98,50.23,264.0,Vendor Contract,Low,Operations,External,49998,4,0.9304437416801976,10,307.61,1.165189393939394,43.610000000000014,1,0,1,Procurement Review,56.17
R00780,2025-01-18 15:32:24,2025-01-25 09:00:00,100.57,21.98,283.8,Vendor Contract,Low,Finance,Internal,240787,5,0.4466677244614154,6,161.46,0.5689217758985201,0.0,0,1,1,Finance Approval,34.98
R00781,2025-04-15 12:12:36,2025-04-20 09:00:00,78.11,16.86,156.6,IT Purchase,High,IT,External,215208,3,0.9041407489043,4,116.79,0.7457854406130269,0.0,0,1,0,Finance Approval,30.44
R00782,2025-03-31 10:40:12,2025-04-04 09:00:00,62.34,14.21,194.4,Equipment,High,IT,External,177173,4,0.648110587790972,4,94.33,0.4852366255144033,0.0,0,1,1,Procurement Review,28.06
R00783,2025-04-18 12:51:36,2025-04-21 17:54:00,58.08,10.94,102.6,Office Supplies,High,Finance,Internal,99029,1,0.7475781194759751,4,77.04,0.7508771929824563,0.0,0,0,0,Procurement Review,25.93
R00784,2025-06-25 12:16:48,2025-07-04 09:00:00,160.08,23.27,171.6,IT Purchase,Low,Operations,Internal,50239,2,0.295007261243857,7,212.72,1.2396270396270397,41.120000000000005,1,0,0,Finance Approval,48.97
R00785,2025-06-05 10:32:24,2025-06-09 09:00:00,48.05,10.01,178.2,Equipment,High,Admin,External,58564,3,0.6563638108010069,4,94.46,0.5300785634118967,0.0,0,0,0,Procurement Review,20.24
R00786,2025-01-11 14:44:24,2025-01-17 09:00:00,87.45,20.58,258.0,Vendor Contract,Medium,HR,Internal,194740,5,0.9842612944157846,4,138.26,0.535891472868217,0.0,0,1,1,Finance Approval,36.88
R00787,2025-02-19 12:51:36,2025-02-23 16:51:00,75.24,10.93,156.0,IT Purchase,Medium,Admin,External,61325,2,0.1816410140674654,4,99.99,0.6409615384615385,0.0,0,0,0,Procurement Review,32.97
R00788,2025-02-06 13:40:48,2025-02-20 09:00:00,187.76,47.88,125.4,Office Supplies,Low,Operations,Internal,32593,1,0.5670249127226106,12,331.32,2.6421052631578945,205.92,1,0,0,Procurement Review,49.48
R00789,2025-05-04 10:43:48,2025-05-08 16:42:36,77.74000000000001,13.38,217.8,Equipment,Low,IT,Internal,96490,3,0.0760493701915278,4,101.98,0.4682277318640955,0.0,0,0,0,Procurement Review,45.31
R00790,2025-03-29 14:03:00,2025-04-03 09:00:00,75.9,12.62,145.2,Office Supplies,Low,Operations,Internal,173150,2,0.4273363899100506,4,114.95,0.7916666666666667,0.0,0,1,0,Procurement Review,39.63
R00791,2025-02-17 14:40:12,2025-03-10 09:25:12,336.65,54.52,217.8,Equipment,Low,Operations,External,23970,3,0.5572485516185454,14,498.75,2.289944903581267,280.95,1,0,0,Finance Approval,62.28
R00792,2025-01-14 13:22:48,2025-01-24 09:00:00,157.63,34.66,264.0,Vendor Contract,Low,Admin,External,53147,4,0.9177258090912356,7,235.62,0.8925000000000001,0.0,0,0,1,Finance Approval,64.88
R00793,2025-06-28 10:48:00,2025-07-16 09:00:00,313.96,44.82,258.0,Vendor Contract,Medium,Operations,Internal,115312,5,0.6187381412176327,13,430.2,1.6674418604651162,172.2,1,0,1,Finance Approval,69.05999999999999
R00794,2025-03-28 12:07:48,2025-04-03 09:00:00,96.6,13.69,216.0,Equipment,Medium,Operations,Internal,135678,4,0.284484479207302,4,140.87,0.652175925925926,0.0,0,0,1,Finance Approval,54.87
R00795,2025-03-30 12:48:00,2025-04-04 09:00:00,71.28,20.42,232.2,Vendor Contract,High,IT,Internal,242167,5,0.9345689467104552,4,116.2,0.500430663221361,0.0,0,1,1,Finance Approval,36.16
R00796,2025-04-13 10:53:24,2025-04-18 09:00:00,88.80000000000001,16.56,191.4,IT Purchase,Low,Operations,External,138312,3,0.56740793530352,4,118.11,0.6170846394984326,0.0,0,0,0,Finance Approval,44.92
R00797,2025-06-19 12:33:36,2025-06-27 09:00:00,112.28,22.7,102.6,Office Supplies,High,IT,External,82757,1,0.3020787992734968,8,188.44,1.8366471734892789,85.84,1,0,0,Procurement Review,26.79
R00798,2025-02-28 12:25:48,2025-03-06 09:00:00,105.96,12.85,194.4,Equipment,High,Finance,Internal,210816,4,0.7873824254158056,4,140.57,0.72309670781893,0.0,0,1,1,Finance Approval,63.42
R00799,2025-04-06 13:17:24,2025-04-11 09:00:00,78.65,10.37,198.0,Equipment,Medium,IT,External,58009,3,0.2523724765214709,4,115.71,0.5843939393939394,0.0,0,0,0,Finance Approval,31.82
R00800,2025-05-10 13:41:24,2025-05-17 09:00:00,90.37,23.15,156.6,IT Purchase,High,Admin,Internal,161747,3,0.7445070366477197,7,163.31,1.0428480204342274,6.710000000000008,1,1,0,Finance Approval,31.69
